"행정구역별","항목","단위","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"금산군","논벼:10a당 생산량[kg]","kg","524","549","439","413","490","485","504.84067","490.42418","535.08355","558.41365","483.84007","506.34052","502.04157","511.69422","510.0674","547.03942","543.20051","529.41504","547.47209","513.10111","501.72521","525.6044","510.5988","520.0446","518.8817",
"금산군","논벼:생산량[톤]","톤","18841","19363","15276","13508","14542","13100","11167","10352.85436","10712.37276","11095.67926","9860.66072","8187.52615","9192.38115","8335.4989","8171.27976","8796.39392","8463.06392","7059.19524","6717.71792","6209.51629","6432.40672","8199.8106","8601.0824","8300.5091","8560.4135",
"전라북도","논벼:재배면적[ha]","ha","153399","153297","151127","147411","145286","143399","141993","142804","141161","138445","134123","130549","130260","126771","124049","121740","121016","118330.8893","114654.2058","112140.5753","110874.956","114508.7672","113775.4931","107379.6036","104343.1618",
"전라북도","논벼:10a당 생산량[kg]","kg","520","544","488","453","532","500","519.12448","482.5745","539.28663","575.92423","514.87553","523.83057","477.50326","536.76138","547.60608","575.43611","567.99686","553.76201","546.98506","539.05853","501.24903","518.6166","546.5486","542.4464","522.29",
"전라북도","논벼:생산량[톤]","톤","798157","834403","737833","667145","773638","716751","737120","689135.69265","761262.39305","797338.30017","690566.50141","683855.5767","621995.74623","680457.77198","679299.86749","700535.91869","687367.08296","655271.50936","627141.37509","604503.33733","555759.63791","593861.4722","621838.3866","582476.7824","544973.8541",
"전주시","논벼:재배면적[ha]","ha","4109","4151","4062","3856","3502","3500","3448","3571","3412","3285","2961","2773","2602","2663","2605","2543","2846","2594.8329","2578.7215","2518.3646","2428.6206","2321.8344","2501.993","2351.681","2356.6373",
"전주시","논벼:10a당 생산량[kg]","kg","515","530","485","466","533","479","512.26081","457.89932","489.81627","547.80496","498.41249","484.90343","476.49539","506.21582","501.45378","534.27452","536.60169","551.65011","532.11823","538.60148","504.90148","507.4677","504.5822","518.1883","499.9393",
"전주시","논벼:생산량[톤]","톤","21150","21981","19688","17980","18667","16759","17663","16351.58457","16712.53128","17995.39302","14757.99397","13446.37202","12398.41002","13480.5272","13062.8709","13586.60108","15271.6842","14314.39853","13721.84721","13563.94896","12262.14139","11782.559","12624.6112","12186.1362","11781.7554",
"군산시","논벼:재배면적[ha]","ha","13740","13657","13518","13404","13197","13087","13059","13133","13135","13139","13113","12996","12980","12729","12474","12167","12717","12482.3567","11926.2027","11976.9778","11950.2316","12279.407","12095.9392","11740.9865","11734.4483",
"군산시","논벼:10a당 생산량[kg]","kg","516","538","484","477","554","514","544.08716","483.58568","551.39286","581.19366","509.29766","534.55657","456.49851","543.49489","557.38368","580.10496","552.57479","549.02297","544.50527","547.51514","485.18818","521.7805","564.9768","536.4335","520.0847",
"군산시","논벼:생산량[톤]","톤","70873","73516","65493","63999","73125","67284","71052","63509.30703","72425.45186","76363.03483","66784.2018","69470.9723","59253.50675","69181.4643","69528.03965","70581.37028","70270.93555","68531.0055","64938.80191","65575.767","57981.1117","64071.5533","68339.246","62982.5803","61029.0737",
"익산시","논벼:재배면적[ha]","ha","20748","20767","20552","20402","20197","19765","19937","19751","19827","19299","18303","18133","18303","17723","17303","17378","16965","16627.9915","16398.2923","16009.7026","15980.8823","16602.8419","16450.1463","15730.3285","15678.4002",
"익산시","논벼:10a당 생산량[kg]","kg","521","554","490","479","544","519","538.24985","493","550.39782","582.12548","518.90035","533.13187","487.42818","541.8857","552.38029","573.94261","563.58714","558.31522","557.87884","552.57366","496.88108","523.3746","553.6624","540.0376","518.4002",
"익산시","논벼:생산량[톤]","톤","108006","114986","100772","97641","109825","102659","107311","97372.43","109127.37614","112344.39546","94974.33121","96672.80273","89213.98063","96038.40346","95578.36118","99739.74629","95612.5583","92836.60679","91482.60298","88465.40007","79405.98126","86895.0651","91078.2722","84949.6889","81276.8509",
"정읍시","논벼:재배면적[ha]","ha","17927","17945","17593","16936","16799","16681","16413","16578","16110","15692","15396","15164","15160","15238","14730","14532","13885","13785.4623","13115.6153","13241.5471","13291.0918","13925.2909","13741.5539","12794.3505","12582.9933",
"정읍시","논벼:10a당 생산량[kg]","kg","513","552","477","447","511","459","515.92205","479.41636","524.46791","581.98651","517.16328","500.41221","450.91458","527.76151","555.70812","588.98899","577.87516","560.85719","546.10269","530.7445","505.91521","521.0467","523.6317","542.6166","525.0008",
"정읍시","논벼:생산량[톤]","톤","91886","99065","83900","75717","85864","76618","84678","79477.64341","84491.78042","91325.32301","79622.45913","75882.50795","68358.65091","80420.29949","81855.80546","85591.88026","80237.96597","77316.75586","71624.72763","70278.78302","67241.6553","72557.2652","71955.1371","69424.2686","66060.8155",
"남원시","논벼:재배면적[ha]","ha","12304","12208","12151","11838","11732","11550","11330","11310","11134","10935","10821","10645","10430","10077","10004","9674","9324","9263.8978","8984.1125","8875.4735","8432.0716","9382.8126","9483.8026","9392.6757","9365.6146",
"남원시","논벼:10a당 생산량[kg]","kg","523","539","501","412","535","504","518.17761","478.18924","537.62165","578.11869","524.09668","518.73749","526.18499","540.42014","540.19238","577.87678","592.25295","559.1729","554.4686","548.98058","526.52557","551.7682","561.2218","566.1828","549.0354",
"남원시","논벼:생산량[톤]","톤","64361","65798","60844","48793","62761","58234","58710","54083.20316","59858.794","63217.27834","56712.50181","55219.60544","54881.09443","54458.13758","54040.84528","55903.7998","55221.66534","51801.20564","49814.08274","48724.62566","44397.01313","51771.3799","53225.1665","53179.7099","51420.5431",
"김제시","논벼:재배면적[ha]","ha","23480","23399","23468","23293","23257","23206","23222","23362","23112","22811","22421","21861","21964","21071","20897","20843","19996","18960.0585","18140.6053","16686.4005","16764.4327","18181.8893","17636.3892","15621.0182","14426.8406",
"김제시","논벼:10a당 생산량[kg]","kg","541","560","506","472","544","507","521.3403","504.52598","546.59338","588.58932","522.3051","552.16815","502.95354","552.67819","556.04066","587.00965","556.84594","557.3639","556.05447","554.76707","492.89652","510.0269","580.8041","558.4039","541.2296",
"김제시","논벼:생산량[톤]","톤","126974","131075","118661","109971","126540","117626","121066","117867.35839","126328.66177","134263.11079","117106.02707","120709.48002","110468.71643","116454.82167","116195.81618","122350.42162","111346.91407","105676.52243","100871.64629","92570.65587","82631.30612","92732.5245","102432.8645","87228.3791","78082.335",
"완주군","논벼:재배면적[ha]","ha","7176","7189","6687","6181","5915","5722","5538","5521","5407","5261","4889","4675","4742","4817","4751","4445","4313","3937.9915","3918.7333","3808.5518","3793.5468","3571.2902","3736.2903","3544.0684","3460.6972",
"완주군","논벼:10a당 생산량[kg]","kg","492","503","478","420","500","489","489.11213","449.90874","489.81627","547.80496","498.41249","484.90343","476.49539","506.21582","501.45378","534.27452","543.06553","518.66223","483.67612","522.84392","495.64806","477.3101","496.0181","487.2208","484.2175",
"완주군","논벼:생산량[톤]","톤","35284","36172","31994","25954","29596","27994","27087","24839.46149","26484.36596","28820.01909","24367.38686","22669.2352","22595.41134","24384.41589","23824.06896","23748.50247","23422.41631","20424.87454","18953.97705","19912.78137","18802.64129","17046.1296","18532.6779","17267.437","16757.3007",
"진안군","논벼:재배면적[ha]","ha","4144","4091","3936","3710","3419","3132","3126","3463","3318","3124","2923","2668","2600","2191","2198","2038","1882","1819.709","1778.9072","1962.0465","1814.1029","1620.2259","1706.936","1778.2248","1716.7212",
"진안군","논벼:10a당 생산량[kg]","kg","503","510","444","375","474","446","445.59925","441.9966","554.3408","523.91467","442.21361","468.80919","461.12097","491.68373","490.6484","534.76338","552.16769","532.36027","533.12501","517.79566","482.78287","510.0028","522.1902","541.7756","501.6655",
"진안군","논벼:생산량[톤]","톤","20845","20845","17474","13896","16221","13969","13929","15306.34216","18393.02761","16367.09423","12925.90391","12507.8292","11989.14525","10772.79049","10784.45191","10898.47776","10391.79592","9687.40779","9483.79921","10159.39157","8758.17797","8263.1978","8913.452","9633.9875","8612.198",
"무주군","논벼:재배면적[ha]","ha","2591","2584","2450","2177","2087","1911","1676","1763","1848","1781","1645","1402","1417","1253","1046","855","860","808.7381","747.459","803.7952","851.6949","748.6077","726.685","837.9678","747.4054",
"무주군","논벼:10a당 생산량[kg]","kg","510","527","485","418","524","466","480.91379","490.5896","554.3408","566.9756","521.04288","515.10038","490.86094","527.7009","520.36586","556.55984","573.02006","557.42895","551.53763","537.26859","502.51256","508.2586","536.0964","543.5543","535.298",
"무주군","논벼:생산량[톤]","톤","13223","13625","11880","9106","10930","8907","8060","8649.09463","10244.21791","10097.83542","8571.15539","7221.70739","6955.49956","6612.09233","5443.02693","4758.58664","4927.97252","4508.14027","4122.51765","4318.53911","4279.87385","3804.8634","3895.7318","4554.8099","4000.846",
"장수군","논벼:재배면적[ha]","ha","4330","4356","4290","4076","4038","3992","3501","3644","3559","3477","3192","3120","3069","3058","2945","2764","2533","2590.9123","2600.6006","2640.1168","2621.6623","2725.5544","2700.3687","2651.3248","2651.6888",
"장수군","논벼:10a당 생산량[kg]","kg","502","482","474","396","542","475","500.67805","515.36372","554.3408","564.1247","530.35539","527.80012","522.55986","534.61363","535.02305","566.51304","581.82804","557.51435","557.2701","542.50336","508.8098","509.0896","518.9053","533.1842","541.4157",
"장수군","논벼:생산량[톤]","톤","21743","21001","20330","16137","21875","18964","17529","18779.85393","19728.98893","19614.61579","16928.9439","16467.36362","16037.36205","16348.48489","15756.42887","15658.42034","14737.70417","14444.70797","14492.36961","14322.72228","13339.27477","13875.5143","14012.3557","14136.4438","14356.6604",
"임실군","논벼:재배면적[ha]","ha","5723","5758","5607","5492","5390","5294","5084","5149","4966","4855","4627","4378","4433","4065","3905","3748","3759","3903.1309","3813.1354","3826.494","3666.9371","3921.3404","3979.2493","3839.271","3666.0281",
"임실군","논벼:10a당 생산량[kg]","kg","512","527","468","437","563","528","509.44937","450.0778","547.05267","576.95354","497.051","498.09573","509.64828","532.9064","521.66937","544.62607","568.93017","542.53394","543.11971","531.07858","496.17858","511.6515","523.2566","518.8408","500.3182",
"임실군","논벼:생산량[톤]","톤","29285","30341","26221","24001","30344","27929","25900","23174.50604","27166.63582","28011.09442","22998.54993","21806.63092","22592.70824","21662.64509","20371.18871","20412.58502","21386.08491","21175.80968","20709.88999","20321.68985","18194.55629","20063.5956","20821.6849","19919.7041","18341.807",
"순창군","논벼:재배면적[ha]","ha","7198","7154","6957","6676","6609","6373","6371","6322","6216","6274","5950","5631","5723","5589","5498","5434","5689","5469.4483","5168.9279","5373.6021","5268.1956","5413.0404","5516.2157","5389.691","5285.5372",
"순창군","논벼:10a당 생산량[kg]","kg","517","540","487","426","533","508","492.87575","416.09532","547.05267","566.08203","490.79953","515.32493","484.04058","535.09246","535.55502","564.07516","573.61196","542.74394","534.36226","528.60655","509.23441","535.9072","566.3323","536.4968","494.5144",
"순창군","논벼:생산량[톤]","톤","37234","38652","33897","28408","35195","32379","31401","26305.54584","34004.79425","35515.98656","29202.57186","29017.94684","27701.64267","29906.3175","29444.81476","30651.84418","32632.78445","29685.09932","27620.7998","28405.21244","26827.46458","29008.8749","31240.1107","28915.5204","26137.7442",
"고창군","논벼:재배면적[ha]","ha","14918","14997","14903","14587","14427","14365","14458","14471","14424","14085","13614","13118","13147","12890","12406","12228","12545","12614.5909","12412.5797","12393.1341","12111.3157","11859.9311","11738.4541","11539.437","11094.2113",
"고창군","논벼:10a당 생산량[kg]","kg","523","561","490","471","520","511","514.51441","502.1099","542.6229","579.12026","526.26671","532.41255","472.56953","543.67459","564.89529","584.26842","570.04299","554.56564","537.75487","513.71775","507.03241","521.467","526.3789","537.8724","527.013",
"고창군","논벼:생산량[톤]","톤","78087","84183","72965","68756","74994","73356","74388","72660.32302","78267.92655","81569.08931","71645.94964","69841.87869","62128.71579","70079.6541","70080.9102","71444.34228","71511.89331","69956.18666","66749.25159","63665.72991","61408.29625","61845.6279","61788.7419","62067.4458","58467.9372",
"부안군","논벼:재배면적[ha]","ha","15011","15041","14953","14783","14717","14821","14830","14766","14693","14427","14268","13985","13690","13407","13287","13091","13702","13471.7686","13070.3131","12024.3687","11900.1701","11954.701","11761.4698","10168.5784","9575.9383",
"부안군","논벼:10a당 생산량[kg]","kg","528","553","493","452","528","500","528.29177","479.20249","531.05452","567.22832","518.42252","521.4247","419.43683","527.02109","551.9172","574.51181","586.73703","556.07241","555.11342","534.06621","506.12843","503.0935","535.4631","551.0177","508.0232",
"부안군","논벼:생산량[톤]","톤","79206","83163","73714","66786","77701","74073","78346","70759.039","78027.84055","81834.0299","73968.52495","72921.24438","57420.90216","70657.71797","73333.23848","75209.34067","80394.70794","74912.78838","72555.06143","64218.09023","60230.14401","60143.3217","62978.3342","56030.6709","48647.987",
"전라남도","논벼:재배면적[ha]","ha","205057","204602","202925","194158","191849","190090","187880","187321","183630","183359","180163","172842","171872","169918","168763","169014","165750","161191.6785","154803.3183","153919.3143","156025.6907","155101.4423","154358.9874","149758.4477","147713.8907",
"전라남도","논벼:10a당 생산량[kg]","kg","494","502","440","442","487","471","466.82995","428.42811","483.87006","491.97971","464.5456","476.70972","406.1703","483.38253","478.11987","510.57677","509.56918","512.81605","494.56853","470.79424","440.50403","508.4204","480.7254","491.9218","480.1953",
"전라남도","논벼:생산량[톤]","톤","1011138","1027608","893742","857477","934280","895910","877080","802535.8251","888530.59495","902089.07043","836939.29491","823954.61454","698093.02145","821353.93151","806889.42965","862946.22784","844610.91702","826616.80177","765608.49345","724643.25857","687299.45778","788567.4387","742042.8986","736694.4917","709315.0958",
"목포시","논벼:재배면적[ha]","ha","417","380","339","276","233","292","295","255","261","272","217","197","160","159","153","161","115","109.393","103.0005","107.9526","108.6301","83.6614","80.1116","83.9881","83.505",
"목포시","논벼:10a당 생산량[kg]","kg","474","472","367","428","490","470","466.042","438.87764","462.49349","483.88099","474.02158","471.84431","415.85551","485.46152","475.30427","497.86728","490.64184","498.55175","496.21191","475.09665","445.26293","499.0973","423.2339","487.5723","492.3992",
"목포시","논벼:생산량[톤]","톤","1976","1793","1244","1182","1141","1373","1375","1119.13799","1207.10802","1316.1563","1028.62682","929.5333","665.36882","771.88382","727.21553","801.56632","564.23812","545.38071","511.10075","512.87919","483.68957","417.5518","339.0594","409.5027","411.178",
"여수시","논벼:재배면적[ha]","ha","118","3793","3655","3406","3325","3152","3025","2949","2792","2693","2538","2256","2153","2161","2102","2131","2283","2270.1391","2176.1463","1991.8241","2004.9799","1916.3666","1852.679","1891.2655","1807.9789",
"여수시","논벼:10a당 생산량[kg]","kg","455","490","445","434","486","489","447.01575","426.69694","474.79391","503.59501","467.25108","491.94884","456.58486","503.09448","494.21396","519.45186","519.47974","519.97618","501.22084","480.05607","454.36798","502.6345","481.7099","485.1413","487.8316",
"여수시","논벼:생산량[톤]","톤","537","18583","16276","14775","16163","15406","13522","12583.29262","13256.2459","13561.81367","11858.83239","11098.3658","9830.27201","10871.8718","10388.37735","11069.51916","11859.72254","11804.18249","10907.29869","9561.87259","9109.98667","9632.3198","8924.5389","9175.3104","8819.8926",
"순천시","논벼:재배면적[ha]","ha","8827","8854","8290","7735","7597","7227","7471","7178","6134","5881","5713","5215","5303","5163","5468","5303","5144","4984.5884","4635.4887","4632.3961","4615.2804","4617.2687","4736.2556","4884.4945","4799.3026",
"순천시","논벼:10a당 생산량[kg]","kg","507","513","451","452","498","480","434.30521","420.09597","474.79391","501.99306","488.66314","474.89269","432.69355","519.65919","493.99662","556.24759","554.3217","531.25603","513.38334","488.49337","462.81088","513.1134","498.538","502.3767","507.2271",
"순천시","논벼:생산량[톤]","톤","44780","45465","37350","34986","37811","34713","32447","30154.48854","29123.85829","29522.21204","27917.32496","24765.65398","22945.73911","26830.00405","27011.73529","29497.80988","28514.30829","26480.92631","23797.82683","22628.94773","21360.01965","23691.8224","23612.036","24538.5606","24343.3638",
"나주시","논벼:재배면적[ha]","ha","15344","15343","15341","14968","14861","14845","14904","14889","14786","14757","13561","13142","13689","13694","13347","13413","13039","12648.4793","12199.2449","12384.0269","12389.8244","11762.8676","11500.6538","11664.5981","11459.589",
"나주시","논벼:10a당 생산량[kg]","kg","517","496","459","446","487","481","473.91589","443.98318","487.089","500.41889","472.65254","509.62292","443.33472","487.7751","469.9957","514.38737","518.74423","529.46052","502.29522","479.69676","440.70985","505.6561","496.672","484.1176","476.3614",
"나주시","논벼:생산량[톤]","톤","79313","76172","70366","66719","72405","71356","70632","66104.65543","72020.97985","73846.81556","64096.41043","66974.64394","60688.09011","66795.92211","62730.32629","68994.77803","67639.0595","66968.7043","61276.22369","59405.77631","54603.17681","59479.6557","57120.5229","56470.3763","54589.0557",
"광양시","논벼:재배면적[ha]","ha","4607","4625","4395","3829","3692","3562","3269","2989","2534","2367","2165","1560","1221","1279","1466","1456","1340","1425.996","1313.1574","1288.4698","1318.4405","1203.8407","1287.5477","1243.009","1167.7305",
"광양시","논벼:10a당 생산량[kg]","kg","506","517","438","440","513","490","437.38514","427.16512","474.79391","475.1175","445.74454","471.14576","430.32456","509.32301","507.01528","543.0552","543.83624","535.46838","518.00348","489.07402","457.07886","521.0252","488.2103","489.5933","493.3682",
"광양시","논벼:생산량[톤]","톤","23312","23933","19269","16854","18957","17443","14298","12767.96537","12031.27762","11246.03126","9650.36937","7349.8738","5254.26286","6514.24129","7432.84402","7906.88366","7287.40556","7635.75768","6802.201","6301.57101","6026.31276","6272.3134","6285.94","6085.6884","5761.2104",
"담양군","논벼:재배면적[ha]","ha","8071","8044","7942","7606","7615","7572","7092","7188","7184","6928","6922","6421","6340","6565","6692","6516","5797","5660.3955","5649.2715","5705.8326","5800.9935","5264.9015","5419.8712","5298.5446","5365.4491",
"담양군","논벼:10a당 생산량[kg]","kg","494","524","445","425","501","481","463.9501","448.7017","498.80923","506.86946","477.6138","492.80641","462.15462","485.28465","493.06949","521.97237","529.80512","543.33382","496.13455","480.76803","441.1819","496.5015","493.9243","466.8783","447.4324",
"담양군","논벼:생산량[톤]","톤","39856","42172","35318","32340","38171","36453","32903","32252.67803","35834.45522","35115.91622","33060.4269","31643.09931","29300.60259","31858.93721","32996.21035","34011.71933","30712.80299","30754.84298","28027.98791","27431.81891","25592.93342","26140.3158","26770.0633","24737.7535","24006.7583",
"곡성군","논벼:재배면적[ha]","ha","6083","5973","5905","5839","5718","5434","5324","5399","5438","5452","5286","5034","4965","4820","4778","4590","4825","4660.5177","4579.9284","4670.6995","4727.158","4119.0213","4145.5786","4031.3986","3783.1486",
"곡성군","논벼:10a당 생산량[kg]","kg","496","525","476","435","495","473","477.24758","411.10031","494.52142","495.71575","452.08261","495.63147","452.74199","495.16192","499.58352","541.46881","507.88192","532.48028","505.13519","481.27668","448.67471","509.5181","490.1309","461.5736","434.1399",
"곡성군","논벼:생산량[톤]","톤","30199","31331","28111","25408","28310","25676","25409","22195.30568","26892.0746","27026.42285","23897.0869","24950.08822","22478.63995","23866.80441","23870.10081","24853.41842","24505.30242","24816.33764","23134.82996","22478.98749","21209.56238","20987.1601","20318.7616","18607.8724","16424.1558",
"구례군","논벼:재배면적[ha]","ha","3977","4014","3982","3811","3763","3684","3720","3615","3467","3454","3249","3161","3120","3087","2982","2874","2561","2504.2763","2423.7345","2236.5365","2313.4239","2188.3286","2206.9026","2193.5896","2171.7793",
"구례군","논벼:10a당 생산량[kg]","kg","481","492","461","417","448","456","455.16125","429.06474","494.52142","495.71575","452.08261","495.63147","452.74199","495.16192","499.58352","541.46881","549.59407","530.48377","519.60679","490.46165","465.74175","515.6663","500.7663","481.331","486.3973",
"구례군","논벼:생산량[톤]","톤","19115","19733","18349","15900","16857","16816","16932","15510.69023","17145.05749","17122.02211","14688.16408","15666.91078","14125.55018","15285.64838","14897.5807","15561.81363","14075.10409","13284.77941","12593.88902","10969.35386","10774.58088","11284.474","11051.4253","10558.4268","10563.4753",
"고흥군","논벼:재배면적[ha]","ha","14033","13994","13993","13769","13825","14075","13775","14141","14454","14477","14526","14038","13901","13489","13602","13749","13395","13021.7955","12406.6154","12251.3292","12166.2087","11733.8781","11437.6983","11008.5209","10814.7084",
"고흥군","논벼:10a당 생산량[kg]","kg","514","531","465","460","499","489","472.02704","437.95993","503.63292","497.90378","482.21805","501.64976","449.7357","515.36023","505.82588","517.04228","513.33233","515.75998","492.15929","459.42917","438.7799","514.1334","483.3442","497.7875","501.9252",
"고흥군","논벼:생산량[톤]","톤","72081","74300","65098","63396","68973","68679","65022","61931.91415","72795.10286","72081.53008","70046.99447","70421.59264","62517.75992","69516.94076","68802.43641","71088.14326","68760.865","67161.20962","61060.30984","56286.18046","53382.87829","60327.7833","55283.4527","54799.0424","54281.752",
"보성군","논벼:재배면적[ha]","ha","10530","10512","10440","10031","9890","9726","9923","9972","9697","9592","9476","9087","9137","8815","8739","8635","8269","7726.4897","7438.131","7547.8315","7693.7103","8216.0583","8091.2259","8211.6252","7952.6571",
"보성군","논벼:10a당 생산량[kg]","kg","469","492","457","413","478","472","462.16307","410.42462","494.12083","501.6354","480.90248","486.73623","428.86519","496.73785","506.84024","514.165","519.70766","519.34747","489.00407","454.29371","424.61038","502.3841","490.0757","498.1758","444.2661",
"보성군","논벼:생산량[톤]","톤","49363","51673","47715","41405","47240","45894","45860","40927.54277","47914.89647","48116.86752","45570.3189","44229.72133","39185.41261","43787.44153","44292.76852","44398.14794","42974.6268","40127.32861","36372.76325","34289.32409","32668.2925","41276.1684","39653.1318","40908.3276","35330.9615",
"화순군","논벼:재배면적[ha]","ha","7424","7479","7347","7211","7030","6868","6648","6774","6541","6123","5716","5478","5458","5376","5246","5190","5185","5119.1653","5030.4313","4898.6384","4871.9565","4432.6069","4577.7993","4512.7762","4385.522",
"화순군","논벼:10a당 생산량[kg]","kg","485","497","457","456","495","482","470.13481","408.62971","512.29931","500.86849","472.78697","504.74703","450.68424","473.45405","481.3863","506.73554","517.63567","522.82623","501.37474","477.34166","456.10888","506.8149","492.0186","506.2371","479.1521",
"화순군","논벼:생산량[톤]","톤","35977","37151","33558","32847","34802","33102","31255","27680.57626","33509.49769","30668.17793","27024.50319","27650.04225","24598.34601","25452.88986","25253.52523","26299.57428","26839.40964","26764.33909","25221.31197","23383.24206","22221.42639","22465.1103","22523.6249","22845.3454","21013.319",
"장흥군","논벼:재배면적[ha]","ha","10395","10346","10041","9876","9750","9678","9642","9467","9443","9259","8892","8929","8705","8870","8524","8487","8581","8233.5705","7867.1267","7962.6929","8225.2992","8030.4075","7981.3715","7820.8519","7539.3764",
"장흥군","논벼:10a당 생산량[kg]","kg","492","493","449","430","487","489","468.48958","415.43295","484.77909","504.08178","452.65979","460.65417","362.55475","462.73208","450.04011","477.49963","500.9007","507.33349","492.84277","458.48205","434.77182","522.9784","498.1449","482.0167","450.1557",
"장흥군","논벼:생산량[톤]","톤","51194","51026","45091","42449","47488","47354","45172","39329.03762","45777.68941","46672.93211","40250.50864","41131.81109","31560.39095","41044.33548","38361.41874","40525.39366","42982.28941","41771.66091","38772.56514","36507.51743","35761.28285","41997.2996","39758.7966","37697.8105","33938.9349",
"강진군","논벼:재배면적[ha]","ha","10886","10999","10879","10768","10613","10550","10506","10426","10349","10257","10159","9922","10025","9942","9903","9884","9811","9711.2965","8711.7048","8911.4864","9298.5339","9599.5369","9596.1415","9269.8413","9023.1882",
"강진군","논벼:10a당 생산량[kg]","kg","498","510","456","432","484","458","456.05879","423.03433","472.14916","498.28699","492.00579","485.56056","398.25488","483.15132","473.24297","500.32681","505.13434","505.2679","494.88403","467.85884","396.77242","511.7287","476.9797","500.4667","479.0621",
"강진군","논벼:생산량[톤]","톤","54167","55966","49590","46496","51388","48369","47914","44105.55905","48862.71629","51109.29673","49982.86863","48177.31925","39925.05144","48034.90379","46865.25113","49452.30185","49558.72996","49068.06371","43112.83577","41693.1769","36894.01821","49123.5826","45771.6437","46392.4651","43226.6704",
"해남군","논벼:재배면적[ha]","ha","24553","24416","23991","20247","20174","20255","19819","19892","19698","20547","22223","21561","20882","20857","20973","21546","19910","19731.8709","18484.4281","18082.5213","18467.1605","21170.3227","20943.8919","18989.9049","19726.7352",
"해남군","논벼:10a당 생산량[kg]","kg","463","498","420","434","482","431","467.73618","403.88706","481.42523","480.53641","446.16588","442.06077","318.13588","468.82104","473.36425","512.72051","514.15962","512.96847","495.39311","471.39025","434.2603","519.7309","458.8682","493.9401","480.4565",
"해남군","논벼:생산량[톤]","톤","113560","121391","100651","87964","97229","87368","92701","80341.21395","94831.14253","98735.81629","99151.44297","95312.72186","66433.13406","97782.00441","99278.68357","110470.76083","102369.18077","101218.27656","91570.58355","85239.24187","80195.54717","110028.6988","96104.8639","93798.7624","94778.3787",
"영암군","논벼:재배면적[ha]","ha","16274","16017","16747","16760","16491","16584","16797","16668","16255","16381","15916","15485","15543","15418","15199","15236","16065","15629.9806","14865.5303","14356.0007","14820.6","15003.5508","14784.0071","14077.3822","14122.5823",
"영암군","논벼:10a당 생산량[kg]","kg","484","493","451","441","485","476","469.49423","436.89358","491.29745","471.45409","466.18296","470.01506","383.1868","466.67714","462.77275","505.00826","493.73759","505.78864","489.05498","475.99001","456.77621","501.5337","488.4739","495.9037","493.1574",
"영암군","논벼:생산량[톤]","톤","78812","78998","75559","73991","80015","78933","78861","72821.42147","79860.40069","77228.89474","74197.68011","72781.83203","59558.72498","71952.28105","70336.83095","76943.05788","79318.94305","79054.66589","72700.61613","68333.12953","67696.97483","75247.8641","72216.01","69810.2588","69646.5533",
"무안군","논벼:재배면적[ha]","ha","10672","10696","10606","10449","10354","10143","9883","9682","9378","9416","9366","8882","8729","8614","8161","8392","9211","8885.5367","8503.153","8558.5124","8723.6733","8229.6975","8217.8182","7985.6049","7977.2502",
"무안군","논벼:10a당 생산량[kg]","kg","505","501","435","450","495","479","483.28465","431.53059","497.20875","509.36428","470.68864","473.91634","421.68098","495.50376","484.02019","503.87411","490.64184","498.55175","499.01178","475.44947","462.85969","504.7089","490.3171","495.4321","492.05",
"무안군","논벼:생산량[톤]","톤","52196","53589","46086","47058","51224","48538","47763","41780.79192","46628.23703","47961.74014","44084.69757","42093.24921","36808.53287","42682.69403","39500.88789","42285.1151","45193.02001","44298.99855","42431.73508","40691.40188","40378.36703","41536.0154","40293.3708","39563.25","39252.0557",
"함평군","논벼:재배면적[ha]","ha","9492","9426","9166","8918","8881","8660","8680","9004","8943","8763","8567","8170","8240","8036","8115","8214","7905","7727.3021","7597.1568","7408.8689","7422.2477","6753.0262","6768.3013","6636.6064","6567.1798",
"함평군","논벼:10a당 생산량[kg]","kg","511","506","433","440","474","488","475.32975","455.82276","486.31697","495.97132","469.1683","482.54074","432.66245","485.01302","480.11357","512.70195","513.12013","538.13069","496.50085","476.526","439.50407","520.2254","508.2275","508.1521","495.6148",
"함평군","논벼:생산량[톤]","톤","48545","47703","39667","39203","42052","42291","41259","41042.28163","43491.32641","43461.96703","40193.6486","39423.57826","35651.386","38975.6465","38961.21588","42113.33791","40562.14594","41582.98375","37719.94839","35305.18632","32621.0808","35130.9594","34398.3651","33724.055","32547.9135",
"영광군","논벼:재배면적[ha]","ha","11709","11744","11777","11495","11413","11341","11237","11069","11062","11083","10845","10756","10578","10529","10503","10547","10053","9755.906","9319.874","9602.8181","9813.1569","9921.789","9678.8777","9531.8193","9210.8876",
"영광군","논벼:10a당 생산량[kg]","kg","527","520","461","464","493","491","493.28194","468.20038","499.77246","499.87102","468.8998","497.3123","433.82886","487.0485","481.97969","512.08593","511.57062","532.69765","498.70359","485.56131","446.49504","522.6981","501.84","493.8088","489.052",
